Lab.ID,Compound.name,mz,RT,CAS.ID,HMDB.ID,KEGG.ID,Formula,mz.pos,mz.neg,Submitter,INCHIKEY,SMILE,Source,date,synonyms,Species_all,superclass,class,subclass,parent_levels,description
C00004689,Spinacetin,346.0688674,NA,3153-83-1,,,C17H14O8,NA,NA,Xiao Wang,XWIDINOKCRFVHQ-UHFFFAOYSA-N,c1(c(c(c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)OC)O)O)OC)O,KNApSack,"Jun26,2023","Spinacetin|3,4',5,7-Tetrahydroxy-3',6-dimethoxyflavone|Quercetagetin 3',6-dimethyl ether|3,5,7-Trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-methoxy-4H-1-benzopyran-4-one",Anthemis tinctoria|Arnica spp.|Balsamorhiza sagittata|Brickellia californica|Decachaeta haenkeana|Eriophyllum confertiflorum|Gutierrezia spp.|Hazardia squarrosa|Inula viscosa|Matricaria recutita|Tetragonotheca spp.|Wyethia agnorhiza|Spinacia oleracea|Raphanus sativus|Capsicum annuum,Phenylpropanoids and polyketides,Flavonoids,Flavones,NA,This compound belongs to the class of organic compounds known as flavonols. These are compounds that contain a flavone (2-phenyl-1-benzopyran-4-one) backbone carrying a hydroxyl group at the 3-position.
C00001598,Miraxanthin V,346.1164863,NA,5375-64-4,,,C17H18N2O6,NA,NA,Xiao Wang,PDKFHZWVCCZUIF-YJHWCPSBNA-N,C(=N\CCc1cc(c(cc1)O)O)\C=C\1/C[C@@H](NC(=C1)C(=O)O)C(=O)O,KNApSack,"Jun26,2023",Miraxanthin V,Celosia argentea var.cristata (L.) Kuntze|Celosia argentea var.plumosa (Burvenich) Voss|Beta vulgaris L.|Ardisia japonica|Mirabilis jalapa,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Alpha amino acids,This compound belongs to the class of organic compounds known as alpha amino acids. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon).
C00000080,Gibberellin A80,346.1416384,NA,128053-62-3,,,C19H22O6,NA,NA,Xiao Wang,ITIKZMJAVWOFFK-AYUFYJGYNA-N,C1=C[C@]23[C@@H]([C@]([C@H]1O)(C)C(=O)O3)[C@@H]([C@]13[C@H]2[C@H](C[C@H](C1)C(=C)C3)O)C(=O)O,KNApSack,"Jun26,2023",Gibberellin A80|GA80,Eriobotrya japonica|Malus domestica,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Gibberellins | C19-gibberellins | C19-gibberellin 6-carboxylic acids,This compound belongs to the class of organic compounds known as c19-gibberellin 6-carboxylic acids. These are c19-gibberellins with a carboxyl group at the 6-position.
C00000044,Gibberellin A44,346.1780239,NA,36434-15-8,,,C20H26O5,NA,NA,Xiao Wang,KSBJAONOPKRVRR-YTSCQKPJNA-N,O1C(=O)[C@]2([C@@H]3[C@](C1)([C@H]1[C@@]4([C@H]3C(=O)O)C[C@@](CC1)(C(=C)C4)O)CCC2)C,KNApSack,"Jun26,2023",Gibberellin A44|GA44,Allium cepa|Alstroemeria hybrida|Aralia cordata|Chrysanthemum x morifolium|Helianthus annuus|Campanula isophylla|Agrostemma githago|Silene armeria|Spinacia oleracea|Pharbitis purpurea|Arabidopsis thaliana|Brassica napus|Raphanus sativus|Thlaspi arvense|Cucurbita maxima|Cucurbita sp.|Marah macrocarpus|Sechium edule|Glycine max|Phaseolus coccineus|Phaseolus lunatus|Phaseolus vulgaris|Pisum sativum|Trifolium repens|Vicia faba|Vigna unguiculata|Eustoma grandiflorum|Gentiana triflora|Juglans regia|Lilium elegans|Abelmoschus esculentus|Malva sylvestris|Eucalyptus globulus|Orobanche minor|Lolium perenne|Lolium temulentum|Oryza sativa|Triticum aestivum|Zea mays|Fragaria x ananassa Duch.cv.Elsanta|Malus domestica|Prunus cerasus|Prunus persica|Prunus subhirtella|Citrus reticulata|Citrus sinensis|Citrus unshiu|Solanum lycopersicum|Camellia sinensis|Laurencia dendroidea|Trachyspermum ammi,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Gibberellins | C19-gibberellins | C19-gibberellin 6-carboxylic acids,This compound belongs to the class of organic compounds known as c19-gibberellin 6-carboxylic acids. These are c19-gibberellins with a carboxyl group at the 6-position.
C00019347,AMP,347.0630843,NA,61-19-8,,,C10H14N5O7P,NA,NA,Xiao Wang,UDMBCSSLTHHNCD-CNAPFFGINA-N,n1([C@H]2[C@@H]([C@H]([C@@H](COP(=O)(O)O)O2)O)O)cnc2c1ncnc2N,KNApSack,"Jun26,2023",AMP|Adenosine 5'-phosphate,Escherichia coli|Ilex paraguariensis|Panax ginseng|Humulus lupulus|Arabidopsis thaliana|Phaseolus vulgaris|Cola sp.|Theobroma cacao|Theobroma grandiflorum|Oryza sativa|Coffea arabica|Coffea canephora|Coffea dewevrei|Coffea eugeniodes|Coffea kianjavatensis|Coffea liberica|Coffea racemosa|Coffea salvatrix|Citrus maxima|Paullinia cupana|Camellia irrawadiensisia|Camellia kissi|Camellia ptilophylla|Camellia sinensis|Camellia taliensis|Camellia toliensis|Cammellia assamica var.kucha|FOOD SAKE|Herreania sp.,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,NA,This compound belongs to the class of organic compounds known as purine ribonucleoside monophosphates. These are nucleotides consisting of a purine base linked to a ribose to which one monophosphate group is attached.
C00007224,IMP,348.0470999,NA,131-99-7,,,C10H13N4O8P,NA,NA,Xiao Wang,GRSZFWQUAKGDAV-YPLCUDRINA-N,[C@@H]1([C@H]([C@H]([C@H](O1)n1c2[nH]cnc(=O)c2nc1)O)O)COP(=O)(O)O,KNApSack,"Jun26,2023",IMP|Inosine 5'-phosphate,Escherichia coli|Ilex paraguariensis|Arabidopsis thaliana|Phaseolus vulgaris|Cola sp.|Theobroma cacao|Theobroma grandiflorum|Coffea arabica|Coffea canephora|Coffea dewevrei|Coffea eugeniodes|Coffea kianjavatensis|Coffea liberica|Coffea racemosa|Coffea salvatrix|Citrus maxima|Paullinia cupana|Camellia irrawadiensisia|Camellia kissi|Camellia ptilophylla|Camellia sinensis|Camellia taliensis|Camellia toliensis|Cammellia assamica var.kucha|FOOD SAKE|Herreania sp.,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,NA,This compound belongs to the class of organic compounds known as purine ribonucleoside monophosphates. These are nucleotides consisting of a purine base linked to a ribose to which one monophosphate group is attached.
C00034017,Lactucin-15-oxalate,348.0845175,NA,303130-76-9,,,C17H16O8,NA,NA,Xiao Wang,LMOXWYJMYLUOMS-DUBURPMKNA-N,[C@H]12C(=C(C[C@@H]([C@@H]3[C@@H]1OC(=O)C3=C)O)C)C(=O)C=C2COC(=O)C(=O)O,KNApSack,"Jun26,2023",Lactucin-15-oxalate,Lactuca sativa L.|Lactuca serriola L.,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA,This compound belongs to the class of organic compounds known as tricarboxylic acids and derivatives. These are carboxylic acids containing exactly three carboxyl groups.
C00001601,Musca-aurin VII,348.1069843,NA,81943-08-0,,,C15H16N4O6,NA,NA,Xiao Wang,OROLDOQHKPWCGQ-DWEIKOLQNA-N,C1=NC(=C/[N+]/1=C\C=C\1/C[C@H](NC(=C1)C(=O)O)C(=O)O)C[C@H](N)C(=O)[O-],KNApSack,"Jun26,2023",Musca-aurin VII,Amanita muscaria|Opuntia ficus-indica|Beta vulgaris,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Histidine and derivatives,"This compound belongs to the class of organic compounds known as histidine and derivatives. These are compounds containing cysteine or a derivative thereof resulting from reaction of cysteine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
C00000034,Gibberellin A34,348.1572885,NA,32630-92-5,,,C19H24O6,NA,NA,Xiao Wang,IGZIQAJJXGRAJF-BXSDUHKLNA-N,[C@H]1([C@@H]([C@@]2([C@@H]3[C@@](C1)([C@H]1[C@@]4([C@H]3C(=O)O)C[C@@H](CC1)C(=C)C4)OC2=O)C)O)O,KNApSack,"Jun26,2023",Gibberellin A34|GA34,Allium cepa|Alstroemeria hybrida|Spinacia oleracea|Calonyction aculeatum|Pharbitis purpurea|Arabidopsis thaliana|Brassica napus|Matthiola incana|Raphanus sativus|Cucumis melo|Cucumis sativus|Cucurbita sp.|Leucaena leucocephala|Castanea henryi|Lilium elegans|Abelmoschus esculentus|Picea abies|Oryza sativa|Triticum aestivum|Zea mays|Malus domestica|Solanum lycopersicum,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Gibberellins | C19-gibberellins | C19-gibberellin 6-carboxylic acids,This compound belongs to the class of organic compounds known as c19-gibberellin 6-carboxylic acids. These are c19-gibberellins with a carboxyl group at the 6-position.
C00001210,Gibberellin A111,348.193674,NA,75803-47-3,,,C20H28O5,NA,NA,Xiao Wang,RVQCZHZIMZMGAD-IDFNXBDGNA-N,C1C[C@@]([C@@H]2[C@@](C1)([C@H]1[C@]3([C@H]2C(=O)O)C[C@@H]([C@H](C1)O)C(=C)C3)C)(C)C(=O)O,KNApSack,"Jun26,2023",Gibberellin A111|GA111|12alpha-Hydroxygibberellin A12,Cibotium glaucum|Raphanus sativus|Cucurbita maxima|Cucurbita sp.|Dicksonia antarctica|Fragaria x ananassa Duch.cv.Elsanta,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Gibberellins | C20-gibberellins | C20-gibberellin 6-carboxylic acids,This compound belongs to the class of organic compounds known as c20-gibberellin 6-carboxylic acids. These are c20-gibberellins with a carboxyl group at the 6-position.
C00054100,Nb-p-Coumaroyltryptamine,350.1266571,NA,1135133-25-3,,,C20H18N2O4,NA,NA,Xiao Wang,IDUPBPKKEQWWCP-HKMNZKMDSA-N,OC1=CC=C(/C=C/C(N[C@@H](CC2=CNC3=C2C=CC=C3)C(O)=O)=O)C=C1,KNApSack,"Jun26,2023",Nb-p-Coumaroyltryptamine,Zea mays,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | N-acyl-alpha amino acids and derivatives | N-acyl-alpha amino acids,This compound belongs to the class of organic compounds known as n-acyl-alpha amino acids. These are compounds containing an alpha amino acid which bears an acyl group at its terminal nitrogen atom.
C00000098,Gibberellin A2,350.1729386,NA,561-68-2,,,C19H26O6,NA,NA,Xiao Wang,OJDCBRZJXYBPFZ-LVVYXUGRNA-N,C1[C@@H]([C@@]2([C@@H]3[C@@](C1)([C@H]1[C@@]4([C@H]3C(=O)O)C[C@@H](CC1)[C@](C4)(C)O)OC2=O)C)O,KNApSack,"Jun26,2023",Gibberellin A2|GA2,Gibberella fujikuroi|Pisum sativum|Oryza sativa,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Gibberellins | C19-gibberellins | C19-gibberellin 6-carboxylic acids,This compound belongs to the class of organic compounds known as c19-gibberellin 6-carboxylic acids. These are c19-gibberellins with a carboxyl group at the 6-position.
C00000095,9-Ribosyl-cis-zeatin,351.1542688,NA,15896-46-5,,,C15H21N5O5,NA,NA,Xiao Wang,GOSWTRUMMSCNCW-WAPJZHGLNA-N,[C@@H]1([C@H]([C@H]([C@@H](O1)n1cnc2c1ncnc2NC/C=C(/C)\CO)O)O)CO,KNApSack,"Jun26,2023",9-Ribosyl-cis-zeatin|6-(4-Hydroxy-3-methyl-cis-2-butenylamino)-9-beta-D-ribofuranosylpurine,Corynebacterium fascians|Agrobacterium tumefaciens|Ecklonia maxima|Euglena gracilis|Mangifera indica|Humulus lupulus|Beta vulgaris|Ipomoea batatas|Arabidopsis thaliana|Mercurialis ambigua|Dolichos lablab|Medicago sativa|Pisum sativum|Oryza sativa|Nicotiana tabacum|Solanum lycopersicum|Solanum tuberosum,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,NA,This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety.
C00005077,Citrusinol,352.0946882,NA,112516-43-5,,,C20H16O6,NA,NA,Xiao Wang,OKQQXHUICMLKQI-UHFFFAOYSA-N,c12cc(c3c(c1C=CC(O2)(C)C)oc(c(c3=O)O)c1ccc(cc1)O)O,KNApSack,"Jun26,2023",Citrusinol,Bursera leptophloeos|Phyllodium pulchellum|Citrus nobilis,Phenylpropanoids and polyketides,Flavonoids,Pyranoflavonoids,NA,"This compound belongs to the class of organic compounds known as pyranoflavonoids. These are compounds containing a pyran ring fused to a 2-phenyl-1,4-benzopyran skeleton."
C00007098,Citrunobin,352.1310738,NA,126026-23-1,,,C21H20O5,NA,NA,Xiao Wang,RPGWAGOTDRYEAD-RMKNXTFCSA-N,c1c(ccc(c1)O)/C=C/C(=O)c1c2c(c(cc1O)OC)C=CC(O2)(C)C,KNApSack,"Jun26,2023",Citrunobin,Citrus nobilis|Citrus sinensis,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,NA,This compound belongs to the class of organic compounds known as 2'-hydroxychalcones. These are organic compounds containing chalcone skeleton that carries a hydroxyl group at the 2'-position.
C00054580,Asparaginebetaxanthin,352.1382844,NA,81943-09-1,,,C15H20N4O6,NA,NA,Xiao Wang,ZVEXYBAPQJFYFJ-VEAXHOODSA-N,O=C(O)[C@H]1NC(C(O)=O)=C/C(C1)=C/C=N/[C@H](C(O)=O)CC(N)=O,KNApSack,"Jun26,2023",Asparaginebetaxanthin,Opuntia ficus-indica|Beta vulgaris var. lutea,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Asparagine and derivatives,"This compound belongs to the class of organic compounds known as asparagine and derivatives. These are compounds containing asparagine or a derivative thereof resulting from reaction of asparagine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
C00032306,Tetracosanal,352.3705162,NA,57866-08-7,,,C24H48O,NA,NA,Xiao Wang,HGINZVDZNQJVLQ-UHFFFAOYSA-N,C(=O)CCCCCCCCCCCCCCCCCCCCCCC,KNApSack,"Jun26,2023",Tetracosanal|1-Tetracosanal|n-Tetracosanal,Gentiana lutea|Acca sellowiana|Solanum lycopersicum|Solanum tuberosum,Lipids and lipid-like molecules,Fatty Acyls,Fatty aldehydes,NA,This compound belongs to the class of organic compounds known as fatty aldehydes. These are long chain aldehydes with a chain of at least 12 carbon atoms.
C00030958,n-Pentacosane,352.4069017,NA,629-99-2,,,C25H52,NA,NA,Xiao Wang,YKNWIILGEFFOPE-UHFFFAOYSA-N,C(CCCCCCCCCC)CCCCCCCCCCCCCC,KNApSack,"Jun26,2023",n-Pentacosane|Pentacosane,Allium cepa|Anthemis aciphylla BOISS.var.discoidea BOISS|Artemisia annua|Centaurea atropurpurea|Centaurea orientalis|Phagnalon sordidum|Tanacetum macrophyllum|Cistus creticus|Clusia spiritu-sanctensis|Brassica hirta|Trifolium pratense|Frullania scandens|Perilla frutescens|Litsea cubeba|Litsea monopetala|Magnolia officinalis|Azadirachta indica|Veronica spicata|Triticum aestivum|Citrus reticulata|Murraya paniculata|Ruta graveolens|Santalum album|Nicotiana tabacum|Solanum lycopersicum|Solanum tuberosum|Taxus baccata|Taxus wallichiana|Typha angustata|Typha angustifolia|Clerodendron cyrtophyllum|Caffea sp.|Persica vulgaris,Hydrocarbons,Saturated hydrocarbons,Alkanes,NA,"This compound belongs to the class of organic compounds known as alkanes. These are acyclic branched or unbranched hydrocarbons having the general formula CnH2n+2 , and therefore consisting entirely of hydrogen atoms and saturated carbon atoms."
C00052315,Honyumine,353.1263227,NA,100595-86-6,,,C20H19NO5,NA,NA,Xiao Wang,DCEKPLXGLUMXMB-UHFFFAOYSA-N,COC1=C(O)C=CC2=C1N(C)C3=CC4=C(C=CC(C)(C)O4)C(O)=C3C2=O,KNApSack,"Jun26,2023",Honyumine,Citrus grandis,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines | Acridones,This compound belongs to the class of organic compounds known as acridones. These are acridines containing a ketone group attached to the C9 carbon atom of the acridine moiety.
C00054231,2-O-p-Coumaroylhydroxycitric acid,354.0586967,NA,62345-85-1,,,C15H14O10,NA,NA,Xiao Wang,ZHUVVSHTKJAVQB-ZZXKWVIFSA-N,OC1=CC=C(/C=C/C(OC(C(O)=O)C(C(O)=O)(O)CC(O)=O)=O)C=C1,KNApSack,"Jun26,2023",2-O-p-Coumaroylhydroxycitric acid,Zea mays,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acid esters | Coumaric acid esters,This compound belongs to the class of organic compounds known as coumaric acid esters. These are aromatic compounds containing an ester derivative of coumaric acid.
C00002724,3-O-Caffeoylquinic acid,354.0950822,NA,327-97-9,,,C16H18O9,NA,NA,Xiao Wang,CWVRJTMFETXNAD-PCEXOASVNA-N,O[C@]1(C[C@H]([C@H]([C@@H](C1)OC(=O)/C=C/c1ccc(c(c1)O)O)O)O)C(=O)O,KNApSack,"Jun26,2023",3-O-Caffeoylquinic acid|Chlorogenic acid|Chlorogenate|Heriguard|Caffeoylquinic acid,Andrographis paniculata|Strobilanthes crispus|Sambucus formosana|Allium cepa|Allium obliquum|Allium sativum|Allium Sativum|Mangifera indica|Annona muricata|Angelica furcijuga KITAGAWA|Apium graveolens|Chaerophyllum hirsutum|Daucus carota|Falcaria vulgaris|Foeniculum vulgare|Glehnia littoralis|Marsdenia cundurango|Nerium oleander|Trachelospermum asiaticum var.intermedium|Asparagus officinalis|Achillea millefolium|Anthemis altissima|Arctium lappa|Arnica montana cv.ARBO|Artemisia annua|Artemisia capillaris|Artemisia herba-alba|Artemisia scoparia.|Aster salignus|Centaurea gigantea|Chamaemelum nobile|Chrysanthemum indicum|Chrysanthemum indicum L.|Chrysanthemum morifolium|Cirsium setosum|Helianthus annuus L.cv.Peredovick|Inula britannica|Lactuca indica|Leontodon autumnalis|Matricaria chamomilla|Matricaria recutita|Onopordum acanthium|Pterocaulon virgatum|Rhaponticum carthamoides|Scorzonera divaricata|Senecio nemorensis|Solidago altissima L.|Solidago canadensis|Taraxacum formosanum|Taraxacum mongolicum|Taraxacum officinale|Epimedium koreanum|Epimedium sagittatum|Blechnum orientale|Cordia macleodii|Humulus lupulus|Lonicera confusa|Lonicera fulvotomentosa|Lonicera hypoglauca|Lonicera implexa|Lonicera japonica|Lonicera similis|Carica papaya|Beta vulgaris|Sarcandra glabra|Garcinia jasminoides|Commelina communis|Erycibe schimidtii|Ipomoea nil|Ipomoea njil cv. Danjuro|Brassica oleracea var.capitata|Raphanus sativus|Citrullus colocynthis|Momordica charantia|Hippophae rhamnoides|Ephedra sinica|Rhododendron catawbiense|Rhododendron fortunei|Rhododendron insigne|Rhododendron kaempferi|Rhododendron micranthum|Rhododendron oreotrephes|Rhododendron ponticum|Rhododendron praevernum|Rhododendron sp.|Eucommia ulmoides Oliver|Acacia nilotica|Glycine max|Medicago sativa|Peltophorum africanum|Phaseolus vulgaris|Pisum sativum|Sophora flavescens|Trifolium alpestre|Trifolium medium|Trifolium pratense L.|Fumaria capreolata|Fumaria officinalis|Fumaria schleicheri|Fumaria vaillantii|Ginkgo biloba|Loropetalum chinense|Hypericum perforatum|Orthosiphon stamineus|Phlomis brunneogaleata|Salvia albimaculata|Salvia horminum|Salvia officinalis L.|Salvia triloba|Satureja subspicata|Sideritis catillaris|Thymus capitatus|Thymus comosus|Thymus vulgaris|Sargentodoxa cuneata|Strychnos colubrina|Strychnos lucida|Strychnos nux-vomica|Lythrum salicaria|Punica granatum|Magnolia denudata|Magnolia liliiflora|Gossypium barbadense|Theobroma cacao|Toona ciliata|Morus alba|Moringa oleifera|Moringa peregrine|Moringa stenopetala|Musa acuminata|Eugenia jambolana|Matteuccia struthiopteris|Cocos nucifera|Phyllanthus sellowianus|Picea abies|Plantago bellardi|Plantago cretica|Plantago major|Veronica montana|Veronica officinalis|Veronica orchidea|Veronica polita|Veronica spuria|Veronica teucrium|Cymbopogon citratus|Calligonum leucocladum|Fagopyrum cymosum|Polygonum aviculare|Polygonum bistorta|Polypodium vulgare|Pyrrosia davidii|Pyrrosia drakeana|Pyrrosia gralla|Pyrrosia lingua|Pyrrosia petiolosa|Pyrrosia pseudocalvata|Pyrrosia sheareri|Posidonia oceanica|Primula veris|Hydrastis canadensis|Reseda muricata C.Presl.|Cotoneaster simonsii|Crataegus cuneata|Crataegus oxyacantha|Crataegus pinnatifida|Crataegus pinnatifida var.major|Eriobotrya japonica|Prunus avium|Prunus cerasus|Prunus mume|Adina racemosa|Coffea arabica|Galium verum|Mitragyna speciosa|Ophiorrhiza liukiuensis|Sinoadina racemosa|Phellodendron amurense|Zanthoxylum ailanthoides|Dodonaea viscosa|Houttuynia cordata|Saxifraga azizoon|Brunfelsia grandiflora D.DON|Capsicum annuum|Mandragora autumnalis|Nicotiana tabacum|Solanum acaule|Solanum bulbocastanum|Solanum canasense|Solanum cardiophyllum|Solanum chacoense|Solanum commersonii|Solanum fendleri|Solanum habrochaites|Solanum hougasii|Solanum lycopersicum|Solanum multidissectum|Solanum neorickii|Solanum nigrum|Solanum parviflorum|Solanum pennellii|Solanum phureja|Solanum pimpinellifollium|Solanum pinnacritisectum|Solanum stoloniferum|Solanum tarijense|Solanum tuberosum L.|Withania somnifera|Camellia sinensis|Thea sinensis|Turnera ulmifolia|Urtica dioica|Valeriana jatamansii|Valeriana prionophylla|Stachytarpheta jamaicensis|Verbena officinalis|Etlingera elatior|Zingiber officinale|Apiaceae|Caffea sp.|Paraburkholderia phymatum|Platyphora ligata|Stachytapheta jamaicensis,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Cyclic alcohols and derivatives | Cyclitols and derivatives | Quinic acids and derivatives,"This compound belongs to the class of organic compounds known as quinic acids and derivatives. These are compounds containing a quinic acid moiety (or a derivative thereof), which is a cyclitol made up of a cyclohexane ring that bears four hydroxyl groups at positions 1,3.4, and 5, as well as a carboxylic acid at position 1."
C00008619,"3,5,4'-Trihydroxy-6'',6''-dimethylpyrano[2'',3'':7,8]flavanone",354.1103383,NA,76265-12-8,,,C20H18O6,NA,NA,Xiao Wang,CXIZZLWYTVCYIE-ZVOYONDMNA-N,c1c(c2c(c3c1OC(C=C3)(C)C)O[C@@H]([C@H](C2=O)O)c1ccc(cc1)O)O,KNApSack,"Jun26,2023","3,5,4'-Trihydroxy-6'',6''-dimethylpyrano[2'',3'':7,8]flavanone",Marshallia obovata|Citrus funadoko|Citrus yuko,Phenylpropanoids and polyketides,Flavonoids,Pyranoflavonoids,NA,"This compound belongs to the class of organic compounds known as pyranoflavonoids. These are compounds containing a pyran ring fused to a 2-phenyl-1,4-benzopyran skeleton."
