Compounds	Chemical Formula	InChI-Key	Pathways of compound	SMILES	Object ID	Synonyms	Molecular-Weight
D-<i>myo</i>-inositol (1,2,6) trisphosphate	C6H9O15P3	InChIKey=GKDKOMAJZATYAY-UOTPTPDRSA-H	phosphate acquisition // glycerophosphodiester degradation // phytate degradation I	[C@H]1(O)([C@H](O)[C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](O)1)	CPD-6744	1D-myo-inositol (1,2,6) trisphosphate // Ins(1,2,6)P3 // I(1,2,6)P3	414.049
D-<i>myo</i>-inositol (1,3,4)-trisphosphate	C6H9O15P3	InChIKey=MMWCIQZXVOZEGG-MLQGYMEPSA-H	D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis // phosphate acquisition // glycerophosphodiester degradation // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3) // lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)	[C@H]1(O)([C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)	INOSITOL-1-3-4-TRIPHOSPHATE	Ins(1,3,4)P3 // 1-D-myo-inositol (1,3,4)-trisphosphate // inositol 1,3,4-trisphosphate	414.049
D-<i>myo</i>-inositol (1,3,4,5)-tetrakisphosphate	C6H8O18P4	InChIKey=CIPFCGZLFXVXBG-CNWJWELYSA-F	phosphate acquisition // glycerophosphodiester degradation // D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3) // lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)	[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)	CPD-506	Ins(1,3,4,5)P4 // inositol (1,3,4,5)-tetrakisphosphate // 1D-myo-inositol (1,3,4,5)-tetrakisphosphate	492.013
D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate	C6H8O18P4	InChIKey=ZAWIXNGTTZTBKV-JMVOWJSSSA-F	phosphate acquisition // glycerophosphodiester degradation // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3) // lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)	[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)	CPD-505	Ins(1,3,4,6)P4 // inositol (1,3,4,6)-tetrakisphosphate // 1D-myo -inositol 1,3,4,6-tetrakisphosphate	492.013
D-<i>myo</i>-inositol (1,4)-bisphosphate	C6H10O12P2	InChIKey=PELZSPZCXGTUMR-RTPHHQFDSA-J	phosphate acquisition // glycerophosphodiester degradation // D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	[C@@H]1(O)([C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](OP([O-])([O-])=O)1)	INOSITOL-1-4-BISPHOSPHATE	Ins(1,4)P2 // myo-inositol (1,4)-bisphosphate // inositol (1,4)-bisphosphate // I(1,4)P2	336.085
D-<i>myo</i>-inositol (1,4,5)-trisphosphate	C6H9O15P3	InChIKey=MMWCIQZXVOZEGG-XJTPDSDZSA-H	phosphatidate metabolism, as a signaling molecule // D-<i>myo</i>-inositol-5-phosphate metabolism // D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis // phospholipases // phosphate acquisition // glycerophosphodiester degradation // D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis // lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>) // D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)	INOSITOL-1-4-5-TRISPHOSPHATE	inositol (1,4,5)-trisphosphate // 1D-myo-inositol (1,4,5)-trisphosphate // Ins(1,4,5)P3 // I(1,4,5)P3 // InsP3 // IP3 // triphosphoinositol	414.049
D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate	C6H8O18P4	InChIKey=MRVYFOANPDTYBY-YORTWTKJSA-F	phosphate acquisition // glycerophosphodiester degradation // lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>)	[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)	INOSITOL-1456-TETRAKISPHOSPHATE	inositol (1,4,5,6)-tetrakisphosphate // 1D-myo-inositol (1,4,5,6)-tetrakisphosphate // Ins(1,4,5,6)P4 // I(1,4,5,6)P4	492.013
D-<i>myo</i>-inositol (3,4)-bisphosphate	C6H10O12P2	InChIKey=MCKAJXMRULSUKI-CNWJWELYSA-J	phosphate acquisition // glycerophosphodiester degradation // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	[C@@H]1(O)([C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)1)	D-MYO-INOSITOL-34-BISPHOSPHATE	(2,3,4,5)-tetrahydroxy-6-phosphooxy-cyclohexoxy)phosphonic acid // 1D-myo-inositol (3,4)-bisphosphate // inositol (3,4)-bisphosphate // (2,3,4,5)-tetrahydroxy-6-phosphonooxy-cyclohexoxy)phosphonic acid // Ins(3,4)P2 // I(3,4)P2	336.085
D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate	C6H8O18P4	InChIKey=MRVYFOANPDTYBY-UZAAGFTCSA-F	phosphate acquisition // glycerophosphodiester degradation // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	[C@@H]1(O)([C@@H](O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)	CPD-178	Ins(3,4,5,6)P4 // Inositol 3,4,5,6-tetrakisphosphate // 1D-myo-inositol 3,4,5,6-tetrakisphosphate // I(3,4,5,6)P4	492.013
D-<i>myo</i>-inositol (3,4,6)-trisphosphate	C6H9O15P3	InChIKey=MMWCIQZXVOZEGG-GSRZWBRNSA-H	phosphate acquisition // glycerophosphodiester degradation // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	[C@@H]1(O)([C@H](OP([O-])(=O)[O-])[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)1)	CPD-6681	1D-myo-inositol (3,4,6)-trisphosphate // Ins(3,4,6)P3 // I(3,4,6)P3	414.049
D-myo-inositol 1,2-cyclic phosphate	C6H10O8P	InChIKey=SXHMVNXROAUURW-FTYOSCRSSA-M	phosphate acquisition // glycerophosphodiester degradation	[C@@H]2(O)([C@@H](O)[C@@H]1(OP([O-])(=O)O[C@@H]1[C@H](O)[C@@H](O)2))	CPD-1121	1D-myo-inositol 1,2-cyclic phosphate	241.114
D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate	C6H7O21P5	InChIKey=CTPQAXVNYGZUAJ-KXXVROSKSA-D	phosphate acquisition // glycerophosphodiester degradation // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3) // inositol diphosphates biosynthesis // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>) // lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>) // lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>)	[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)	CPD-1107	inositol 1,3,4,5,6-pentakisphosphate // 1D-myo-inositol 1,3,4,5,6-pentakisphosphate // Ins(1,3,4,5,6)P5 // 1D-myo-inositol (1,3,4,5,6)-pentakisphosphate // inositol (1,3,4,5,6)-pentakisphosphate // I(1,3,4,5,6)P5	569.977
D-octopine	C9H18N4O4	InChIKey=IMXSCCDUAFEIOE-RITPCOANSA-N		C[C@H](C([O-])=O)[NH2+][C@H](C([O-])=O)CCCNC(N)=[NH2+]	CPD-309	Octopine // N2-[(1R)-1-carboxyethyl]-L-Arginine // D-(+)-Octopine // Arginine, N2-(1-carboxyethyl)-, L-arginine // N2-(1-Carboxyethyl)-L-arginine // N2-(1-carboxyethyl)-L-arginine // arginine, N2-(1-carboxyethyl)-, L-arginine // D-(+)-octopine // N2-(1-carboxyethyl)-, (R)-L-arginine // N2-[(1R)-1-carboxyethyl]-L-arginine // N2-(D-1-carboxyethyl)-L-arginine // arginine, N2-(1-carboxyethyl)-, L- // L-arginine, N2-(1-carboxyethyl)-, (R)- // L-arginine, N2-[(1R)-1-carboxyethyl]- // N2-(D-1-carboxyethyl)-L-arginine	246.266
D-proline	C5H9NO2	InChIKey=ONIBWKKTOPOVIA-SCSAIBSYSA-N		C1([NH2+][C@H](CC1)C(=O)[O-])	D-PROLINE		115.132
D-ribulose 1-phosphate	C5H9O8P	InChIKey=NBOCCPQHBPGYCX-NQXXGFSBSA-L	pyridine nucleotide cycling (plants)	C(OP([O-])(=O)[O-])C(=O)[C@H](O)[C@H](O)CO	D-RIBULOSE-1-P	D-ribulose-1-P	228.095
D-ribulose 5-phosphate	C5H9O8P	InChIKey=FNZLKVNUWIIPSJ-UHNVWZDZSA-L	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis // pentose phosphate pathway (oxidative branch) I // flavin biosynthesis I (bacteria and plants) // pentose phosphate pathway (non-oxidative branch) // pentose phosphate pathway // Rubisco shunt // Calvin-Benson-Bassham cycle // oxygenic photosynthesis	C([C@H]([C@H](C(CO)=O)O)O)OP([O-])([O-])=O	RIBULOSE-5P	ribulose-5P // D-ribulose-5-P // ribulose-5-P	228.095
D-ribulose-1,5-bisphosphate	C5H8O11P2	InChIKey=YAHZABJORDUQGO-NQXXGFSBSA-J	Rubisco shunt // Calvin-Benson-Bassham cycle // oxygenic photosynthesis // photorespiration	C(OP([O-])([O-])=O)[C@@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]	D-RIBULOSE-15-P2	ribulose 1,5-bisphosphate // D-ribulose-1,5-diphosphate // D-ribulose-1,5-P2	306.059
D-sedoheptulose 1,7-bisphosphate	C7H12O13P2	InChIKey=OKHXOUGRECCASI-SHUUEZRQSA-J	Calvin-Benson-Bassham cycle // oxygenic photosynthesis	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O	D-SEDOHEPTULOSE-1-7-P2	sedoheptulose 1,7-bisphosphate // D-sedoheptulose-1,7-diphosphate // D-sedoheptulose-1,7-P2 // SBP	366.112
D-serine	C3H7NO3	InChIKey=MTCFGRXMJLQNBG-UWTATZPHSA-N	D-serine degradation // D-serine metabolism	C(O)[C@@H]([NH3+])C(=O)[O-]	D-SERINE		105.093
D-sorbitol	C6H14O6	InChIKey=FBPFZTCFMRRESA-JGWLITMVSA-N	sorbitol biosynthesis II // phosphate acquisition // glycerophosphodiester degradation // D-sorbitol degradation I	C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	SORBITOL	(2S,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol // L-gulitol // D-glucitol // meglumine // iso-sorbide // glucitol // sorbitol	182.173
D-sorbitol 6-phosphate	C6H13O9P	InChIKey=GACTWZZMVMUKNG-SLPGGIOYSA-L		C([C@@H]([C@H]([C@@H]([C@@H](COP([O-])(=O)[O-])O)O)O)O)O	D-SORBITOL-6-P	D-glucitol 6-phosphate	260.137
D-tartrate	C4H4O6	InChIKey=FEWJPZIEWOKRBE-LWMBPPNESA-L		C(=O)([O-])[C@@H](O)[C@H](O)C(=O)[O-]	D-TARTRATE	(-)-tartrate // (-)-tartaric acid // D-tartarate // (S,S)-tartrate // D-tartaric acid // (2S,3S)-tartaric acid // (2S,3S)-tartrate // (S,S)-tartaric acid	148.072
D-<i>threo</i>-isocitrate	C6H5O7	InChIKey=ODBLHEXUDAPZAU-ZAFYKAAXSA-K	glyoxylate cycle // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // TCA cycle variation V (plant) // L-glutamine biosynthesis III	C(=O)([C@@H](CC([O-])=O)[C@@H](O)C([O-])=O)[O-]	THREO-DS-ISO-CITRATE	D-threo-isocitrate // (1R, 2S)-1-hydroxypropane-1,2,3-tricarboxylate // D-threo-isocitric acid // isocitric acid // isocitrate // threo-Ds-isocitrate // I-CIT // D-isocitrate	189.101
D-tryptophan	C11H12N2O2	InChIKey=QIVBCDIJIAJPQS-SECBINFHSA-N		C1(\NC2(/C=C\C=C/C(/C(\C[C@@H]([NH3+])C(=O)[O-])=1)=2))	D-TRYPTOPHAN		204.228
D-xylono-1,5-lactone	C5H8O5	InChIKey=XXBSUZSONOQQGK-FLRLBIABSA-N		C1([C@@H]([C@H]([C@@H](CO1)O)O)O)=O	CPD-360	D-xylonolactone // D-xylono-1,5-lactone	148.115
D-xylulose 5-phosphate	C5H9O8P	InChIKey=FNZLKVNUWIIPSJ-RFZPGFLSSA-L	D-xylose degradation I // Rubisco shunt // Calvin-Benson-Bassham cycle // oxygenic photosynthesis // pentose phosphate pathway (non-oxidative branch) // pentose phosphate pathway	C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C(=O)CO	XYLULOSE-5-PHOSPHATE	xylulose 5-phosphate // xylulose-phosphate // D-xylulose-5-P // xylulose-P	228.095
dADP	C10H12N5O9P2	InChIKey=DAEAPNUQQAICNR-RRKCRQDMSA-K	phytol salvage pathway // pyrimidine deoxyribonucleosides salvage // superpathway of pyrimidine deoxyribonucleoside salvage // adenosine deoxyribonucleotides <i>de novo</i> biosynthesis // superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I // superpathway of purine nucleotides <i>de novo</i> biosynthesis I // purine deoxyribonucleosides salvage	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP([O-])([O-])=O)([O-])=O	DADP	2'-deoxyadenosine-5'-diphosphate // deoxyadenosine-diphosphate // dADP	408.18
daidzin	C21H20O9	InChIKey=KYQZWONCHDNPDP-QNDFHXLGSA-N		C([C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)OC3(\C=C/C4(/C(C(/C2(\C=C/C(/O)=C\C=2))=C/OC(/C=3)=4)=O))))O	CPD-3424	daidzein 7-O-beta-D-glucoside	416.384
dAMP	C10H12N5O6P	InChIKey=KHWCHTKSEGGWEX-RRKCRQDMSA-L	purine deoxyribonucleosides salvage	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP([O-])([O-])=O	DAMP	2'-deoxyadenosine 5''-monophosphate // 2'-deoxyadenosine 5'-phosphate // 2'-dAMP // 2'-deoxyadenosine-5'-phosphate // deoxyadenosine-phosphate // 2'-deoxyadenosine-5'-monophosphate	329.208
dATP	C10H12N5O12P3	InChIKey=SUYVUBYJARFZHO-RRKCRQDMSA-J	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis // superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I // superpathway of purine nucleotides <i>de novo</i> biosynthesis I // purine deoxyribonucleosides salvage // pyrimidine deoxyribonucleosides salvage // superpathway of pyrimidine deoxyribonucleoside salvage // phytol salvage pathway	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP(OP([O-])(=O)[O-])([O-])=O)([O-])=O	DATP	2'-deoxyATP // 2'-deoxyadenosine triphosphate // deoxy-ATP // deoxyadenosine-triphosphate // 2'-deoxyadenosine-5'-triphosphate	487.152
dCDP	C9H12N3O10P2	InChIKey=FTDHDKPUHBLBTL-SHYZEUOFSA-K	phytol salvage pathway // pyrimidine deoxyribonucleosides salvage // pyrimidine deoxyribonucleotide phosphorylation // superpathway of pyrimidine deoxyribonucleoside salvage // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	C([C@@H]2([C@H](C[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))OP(OP(=O)([O-])[O-])([O-])=O	DCDP	2'-deoxycytidine diphosphate // 2'-deoxycytidine-5'-diphosphate // deoxycytidine-diphosphate	384.155
dCMP	C9H12N3O7P	InChIKey=NCMVOABPESMRCP-SHYZEUOFSA-L	pyrimidine deoxyribonucleosides salvage // pyrimidine deoxyribonucleotides dephosphorylation // pyrimidine deoxyribonucleotide phosphorylation // superpathway of pyrimidine deoxyribonucleoside salvage	C([C@@H]2([C@H](C[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))OP([O-])([O-])=O	DCMP	2'-deoxycytidine 5'-phosphate // 2'-deoxycytidine 5'-monophosphate // deoxycytidylate // deoxycytidylic acid // deoxycytidine monophosphate // 2'-deoxycytidine-5'-phosphate // deoxycytidine-phosphate	305.183
dCTP	C9H12N3O13P3	InChIKey=RGWHQCVHVJXOKC-SHYZEUOFSA-J	pyrimidine deoxyribonucleotide phosphorylation // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleosides salvage // superpathway of pyrimidine deoxyribonucleoside salvage // phytol salvage pathway // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides dephosphorylation	C([C@@H]2([C@H](C[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))OP(OP(OP(=O)([O-])[O-])([O-])=O)([O-])=O	DCTP	2'-deoxycytidine-5'-triphosphate // deoxycytidine-triphosphate // deoxy-CTP	463.127
decanoate	C10H19O2	InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-M	acyl-[acyl-carrier protein] thioesterase pathway // ceramide degradation // phosphatidylcholine acyl editing // phospholipases // triacylglycerol degradation // acyl-CoA hydrolysis // fatty acid &alpha;-oxidation I // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation // alkane oxidation	CCCCCCCCCC(=O)[O-]	CPD-3617	caprate // decanoic acid // n-decanoate // n-capric acid // caprinic acid // caprinate	171.259
decanoyl-CoA	C31H50N7O17P3S	InChIKey=CNKJPHSEFDPYDB-HSJNEKGZSA-J	sphingolipid biosynthesis (plants) // CDP-diacylglycerol biosynthesis I // phosphatidylglycerol biosynthesis II (non-plastidic) // superpathway of phospholipid biosynthesis II (plants) // phosphatidylcholine acyl editing // diacylglycerol and triacylglycerol biosynthesis // fatty acid &beta;-oxidation II (peroxisome) // superpathway of glyoxylate cycle and fatty acid degradation // acyl-CoA hydrolysis	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	CPD-10267		917.754
decoyenine					CPD0-1466		
decylglucoside	C16H32O6	InChIKey=JDRSMPFHFNXQRB-CMTNHCDUSA-N		CCCCCCCCCCO[C@@H]1(O[C@@H](C([C@@H](C1O)O)O)CO)	CPD-13471	decyl D-glucoside // decyl D-glucopyranoside // D-glucopyranoside, decyl // glucoside, decyl // (3R,4S,5S,6R)-2-decoxy-6-(hydroxymethyl)oxane-3,4,5-triol	320.425
dehydro(indole-3-yl)acetonitrile	C10H6N2	InChIKey=POAVPLAOCHOOPK-VMPITWQZSA-N	glucosinolate activation // camalexin biosynthesis	C(#N)\C=C1(C2(/C=C\C=C/C(/N=C\1)=2))	CPD-21440	dehydro-IAN	154.171
dehydro-D-arabinono-1,4-lactone	C5H6O5	InChIKey=ZZZCUOFIHGPKAK-UWTATZPHSA-N		C(O)[C@@H]1(C(\O)=C(C(=O)O1)\O)	CPD-1789	(5R)-3,4-dihydroxy-5-(hydroxymethyl)furan-2(5H)-one // D-erythro-ascorbic acid // D-erythro-ascorbate	146.099
dehydroascorbate (bicyclic form)	C6H8O7	InChIKey=QPPOKIPSRPKDEM-VPGXFDHMSA-N	L-ascorbate degradation V	C2(=O)(O[C@H]1([C@](O)(OC[C@H](O)1)[C@](O)(O)2))	CPD-13907	dehydroascorbate monohydrate	192.125
dehydrospermidine	C7H20N3	InChIKey=YAVLYBVKPXLZEQ-UXBLZVDNSA-Q	hypusine biosynthesis	C([NH3+])CC/[NH+]=C/CCC[NH3+]	CPD-14378	e	146.255
delphinidin	C15H9O7	InChIKey=JKHRCGUTYDNCLE-UHFFFAOYSA-M	2,3-<i>cis</i>-flavanols biosynthesis // proanthocyanidins biosynthesis from flavanols // anthocyanin biosynthesis	C3(/C(/O)=C(C(/O)=C\C(\C1(C(/[O-])=C\C2(\C(\[O-])=C/C(/O)=C\C(\[O+]=1)=2)))=3)/O)	CPD-7090	delfinidin	301.232
delphinidin-3-<i>O</i>-&beta;-D-glucoside	C21H19O12	InChIKey=XENHPQQLDPAYIJ-PEVLUNPASA-M	anthocyanin biosynthesis	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(\O)=C(/C=2)\O)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-])))	CPD-7117	delfinidin-3-O-glucoside	463.374
&delta;-carotene	C40H56	InChIKey=WGIYGODPCLMGQH-GOXCNPTKSA-N	&delta;-carotene biosynthesis // lutein biosynthesis // superpathway of carotenoid biosynthesis in plants	CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)CC\C=C(C)/1)	CPD1F-115	epsilon,psi-carotene	536.882
&delta;-cuprenene	C15H24	InChIKey=QPXHUMFBJLASJO-UHFFFAOYSA-N		C=C2(CCC(C1(C)(C(C)(C)CCC1))\C=C/2)	CPD-8248		204.355
&delta;-tocopherol	C27H46O2	InChIKey=GZIFEOYASATJEH-VHFRWLAGSA-N	cuticular wax biosynthesis // vitamin E biosynthesis (tocopherols)	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)(CCC2(\C(\O1)=C(C)/C=C(\C=2)/O))	DELTA-TOCOPHEROL	8-methyltocol	402.659
&delta;-tocotrienol	C27H40O2	InChIKey=ODADKLYLWWCHNB-LDYBVBFYSA-N	cuticular wax biosynthesis // vitamin E biosynthesis (tocotrienols)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CC[C@@]1(C)(OC2(\C(/CC1)=C/C(/O)=C\C(/C)=2))	CPD-15839		396.612
&Delta;<sup>24-25</sup>-sitosterol	C29H48O	InChIKey=YYLFLRIUDMIWTD-VEVYEIKRSA-N	phytosterol biosynthesis (plants)	CCC(CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34)))))=C(C)C	CPD-4142		412.698
demethylmenaquinol-6	C40H56O2	InChIKey=UFAXPZAZHZPELJ-ROTSUDQPSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)	CPD-12116	DMKH2-6	568.881
demethylmenaquinol-7	C45H64O2	InChIKey=UFZDIMBXTVRBDS-SSQLMYNASA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)	CPD-12117	DMKH2-7	636.999
demethylmenaquinol-8	C50H72O2	InChIKey=FGYPGICSXJEKCG-AENDIINCSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)	CPD-12115	2-demethylmenaquinol-8 // DMKH2-8	705.118
